step,total_loss,yolo_loss,sa_loss,ca_loss
0,7.7791218757629395,0.89111328125,0.6889814138412476,-0.0036117322742938995
1,7.751062393188477,0.88427734375,0.6868165731430054,-0.0027614845894277096
2,7.668286323547363,0.83154296875,0.683809220790863,-0.0026979343965649605
3,7.71905517578125,0.82275390625,0.6897734999656677,-0.0028673249762505293
4,7.435927867889404,0.64501953125,0.6792199015617371,-0.0025814021937549114
5,7.622368335723877,0.65234375,0.6971499919891357,-0.002950386144220829
6,7.5001959800720215,0.69677734375,0.6804840564727783,-0.002843760419636965
7,7.543778419494629,0.72705078125,0.6818095445632935,-0.0027355016209185123
8,7.345310211181641,0.626953125,0.6719762086868286,-0.0028098314069211483
9,7.43923282623291,0.67138671875,0.6769300699234009,-0.002908838912844658
10,7.5834269523620605,0.693359375,0.6891557574272156,-0.0029804203659296036
11,7.499171733856201,0.59619140625,0.6904478073120117,-0.002995750866830349
12,7.466131210327148,0.5537109375,0.6913963556289673,-0.0030856369994580746
13,7.313368320465088,0.5458984375,0.6768941283226013,-0.002942905528470874
14,7.25200891494751,0.517578125,0.6735870242118835,-0.002879425650462508
15,7.315920352935791,0.46484375,0.6852492690086365,-0.002832448109984398
16,7.276368141174316,0.458984375,0.6818933486938477,-0.0030991833191365004
17,7.438902854919434,0.513671875,0.6926774382591248,-0.0030868500471115112
18,7.20526123046875,0.43505859375,0.6771498918533325,-0.002592110075056553
19,7.3611226081848145,0.447509765625,0.6915137767791748,-0.0030495557002723217
20,7.342461585998535,0.448486328125,0.6895657777786255,-0.0033650367986410856
21,7.177034378051758,0.441650390625,0.6736754775047302,-0.002742102835327387
22,7.331704616546631,0.505859375,0.6827189326286316,-0.002688804641366005
23,7.250531196594238,0.391357421875,0.6860463619232178,-0.002579882275313139
24,7.409811019897461,0.39501953125,0.7016474604606628,-0.0033665699884295464
25,7.178752899169922,0.403564453125,0.6776527166366577,-0.0026782057248055935
26,7.213604927062988,0.39599609375,0.6819134950637817,-0.0030514064710587263
27,7.116594314575195,0.33984375,0.6778087019920349,-0.0026728324592113495
28,7.129766941070557,0.315673828125,0.6815783977508545,-0.003381363581866026
29,7.112651824951172,0.2401123046875,0.6874094009399414,-0.003108534961938858
30,7.009890079498291,0.1971435546875,0.681421160697937,-0.0029303894843906164
31,7.118585109710693,0.185302734375,0.6934669017791748,-0.0027737354394048452
32,7.012068271636963,0.21337890625,0.680017352104187,-0.0029692340176552534
33,7.0905327796936035,0.1639404296875,0.692804217338562,-0.002900316147133708
34,7.135387420654297,0.2401123046875,0.6896807551383972,-0.0030649190302938223
35,7.000900745391846,0.199951171875,0.6802367568016052,-0.0028363566379994154
36,6.9544782638549805,0.2017822265625,0.6754211187362671,-0.0030306768603622913
37,7.041943550109863,0.204345703125,0.6839081048965454,-0.0029658328276127577
38,6.898933410644531,0.15478515625,0.6745760440826416,-0.003224780550226569
39,7.12841796875,0.2098388671875,0.6920010447502136,-0.002863300498574972
40,6.899984836578369,0.1591796875,0.6742169260978699,-0.002728921826928854
41,6.971288681030273,0.1417236328125,0.6830987334251404,-0.0028443706687539816
42,7.004947662353516,0.1298828125,0.6876634359359741,-0.0031390581279993057
43,7.007583141326904,0.19677734375,0.6812381148338318,-0.0031511595007032156
44,7.094902992248535,0.309814453125,0.6786558628082275,-0.0029401720967143774
45,7.478277683258057,0.544921875,0.6934823989868164,-0.0029367003589868546
46,7.062097072601318,0.1490478515625,0.691455066204071,-0.0030033704824745655
47,7.004800796508789,0.09271240234375,0.6913632750511169,-0.0030888475012034178
48,6.877655982971191,0.08343505859375,0.6796004772186279,-0.0035673496313393116
49,6.9003682136535645,0.0726318359375,0.6829366683959961,-0.003261082572862506
50,6.9970479011535645,0.060516357421875,0.6938033103942871,-0.0030035681556910276
51,6.868870735168457,0.057708740234375,0.6812596321105957,-0.0028688933234661818
52,6.906484603881836,0.058990478515625,0.6848757266998291,-0.002526084892451763
53,6.865272521972656,0.07586669921875,0.679100513458252,-0.0031988336704671383
54,6.908792972564697,0.0869140625,0.6823486685752869,-0.0032161823473870754
55,6.883602142333984,0.050811767578125,0.683424174785614,-0.00290329079143703
56,6.995402812957764,0.087890625,0.6908919215202332,-0.002814468927681446
57,6.9148969650268555,0.055419921875,0.6860907077789307,-0.0028602606616914272
58,6.912529945373535,0.060089111328125,0.6853986978530884,-0.0030922372825443745
59,7.044203758239746,0.0738525390625,0.6972135305404663,-0.003568910760805011
60,6.901772975921631,0.06396484375,0.6839317083358765,-0.0030184208881109953
61,6.870688438415527,0.0802001953125,0.6792051196098328,-0.003126523457467556
62,6.961190700531006,0.10015869140625,0.6862468123435974,-0.0028723038267344236
63,6.865859508514404,0.06927490234375,0.6798111796379089,-0.003054823726415634
64,6.855421543121338,0.058563232421875,0.6798245310783386,-0.002774694701656699
65,6.781153678894043,0.0374755859375,0.6745266914367676,-0.003177829785272479
66,6.816728115081787,0.0567626953125,0.676142156124115,-0.0029126254376024008
67,6.876743316650391,0.045684814453125,0.6832525134086609,-0.002933664247393608
68,6.953970909118652,0.037322998046875,0.6918401122093201,-0.003506782464683056
69,6.905726432800293,0.04107666015625,0.6866161823272705,-0.0030239408370107412
70,6.924679756164551,0.0311431884765625,0.689481258392334,-0.002551616169512272
71,6.8601837158203125,0.036346435546875,0.6825357675552368,-0.003040157724171877
72,6.889134883880615,0.020721435546875,0.6869990825653076,-0.0031546032987535
73,6.883985996246338,0.04302978515625,0.6842314004898071,-0.0027147545479238033
74,6.869942665100098,0.0226287841796875,0.6849116086959839,-0.003605116158723831
75,6.832077503204346,0.0304412841796875,0.6803064346313477,-0.002856091596186161
76,6.864151477813721,0.040985107421875,0.6824601888656616,-0.002871786942705512
77,6.8464741706848145,0.0526123046875,0.6795358657836914,-0.0029939820524305105
78,6.77320671081543,0.02880859375,0.6745787858963013,-0.002778870053589344
79,6.851452827453613,0.0231475830078125,0.6829591989517212,-0.002573054749518633
80,6.941755294799805,0.0269622802734375,0.6916388273239136,-0.0031906026415526867
