step,total_loss,yolo_loss,sa_loss,ca_loss
0,4.56167459487915,0.89111328125,0.36717933416366577,-0.0024643612559884787
1,4.2396559715271,0.8896484375,0.3351024389266968,-0.0020337821915745735
2,4.083702564239502,0.8642578125,0.3220367133617401,-0.0018452996155247092
3,4.053950309753418,0.8447265625,0.32101646065711975,-0.001881362171843648
4,3.8709094524383545,0.78125,0.30905941128730774,-0.0018689822172746062
5,3.7806766033172607,0.7255859375,0.30559536814689636,-0.0017262003384530544
6,3.688840627670288,0.68359375,0.3006201386451721,-0.0019088288536295295
7,3.614680528640747,0.63330078125,0.2982349097728729,-0.0019386375788599253
8,3.5582544803619385,0.6123046875,0.29468074440956116,-0.001715001417323947
9,3.5014894008636475,0.59814453125,0.29041966795921326,-0.0017035010969266295
10,3.4312362670898438,0.58154296875,0.2850572466850281,-0.001758716069161892
11,3.4180333614349365,0.56005859375,0.2858884334564209,-0.001818923163227737
12,3.375274896621704,0.5498046875,0.28262224793434143,-0.0015045111067593098
13,3.5289790630340576,0.73193359375,0.27979132533073425,-0.0017354575684294105
14,3.352235794067383,0.57373046875,0.2779345214366913,-0.0016799583099782467
15,3.363088607788086,0.57861328125,0.2785302996635437,-0.0016553484601899981
16,3.329993724822998,0.57470703125,0.27561521530151367,-0.0017310058465227485
17,3.2176811695098877,0.4892578125,0.2729249596595764,-0.001652079401537776
18,3.051204204559326,0.3408203125,0.27112090587615967,-0.0016503422521054745
19,3.291905641555786,0.5458984375,0.2746833860874176,-0.0016532143345102668
20,3.3786392211914062,0.6748046875,0.27046912908554077,-0.0017139667179435492
21,3.3371763229370117,0.62451171875,0.2713572084903717,-0.0018148641102015972
22,3.128466844558716,0.4091796875,0.272006094455719,-0.0015475366963073611
23,3.173898935317993,0.5009765625,0.26737213134765625,-0.001597855007275939
24,3.0891835689544678,0.390380859375,0.2699582278728485,-0.0015594034921377897
25,3.0176143646240234,0.33544921875,0.2683026194572449,-0.001722106710076332
26,3.1286041736602783,0.452392578125,0.26770246028900146,-0.0016258854884654284
27,3.066100597381592,0.37744140625,0.2689390182495117,-0.0014620808651670814
28,3.049515962600708,0.3603515625,0.2689973711967468,-0.0016187643632292747
29,3.1295111179351807,0.4931640625,0.2637220025062561,-0.0017456039786338806
30,3.0723421573638916,0.4091796875,0.26639968156814575,-0.0016686570597812533
31,3.0723369121551514,0.4140625,0.2658986449241638,-0.0014244397170841694
